名称,评分,图片地址,评论数,价格,标签,,,,,
ins轻奢大床房/中山路步行街/近鼓浪屿《栖禾》,4.7,https://z1.muscache.cn/im/pictures/miso/Hosting-53961262/original/c357397b-2e30-403a-bc0e-0b0ba07fef89.jpeg?aki_policy=large,3,￥169,"独立房间,  · 1室1卫1床",,,,,
离海50米【高清投影】曾厝垵正大门附近/闹中取静/轻奢简约风/交通便利【不象】阳光大床房,4.7,https://z1.muscache.cn/im/pictures/miso/Hosting-53987855/original/c4c6cc7f-0434-47ad-a79d-5d6edb00eee5.jpeg?aki_policy=large,5,￥125,"整套别墅,  · 1室1卫1床",,,,,
【INS私享大套房】近公交地铁口 住中山路商圈 对面就是鼓浪屿 /厦门大学/曾厝垵/环岛路/双子塔,4.8,https://z1.muscache.cn/im/pictures/d4021cd1-3b78-4f2f-afbf-bcc25bb07588.jpg?aki_policy=large,55,￥255,"酒店式公寓的房间,  · 1室1卫1床",,,,,
?【爱菲儿1930店】鼓浪屿老别墅鹭景精致大床房，含双早，送鼓浪屿手绘地图，近三丘田码头/海底世界,4.8,https://z1.muscache.cn/im/pictures/miso/Hosting-44675033/original/5c43110f-2708-4b6d-a501-d7352c7b6a4d.jpeg?aki_policy=large,58,￥217,"独立房间,  · 1室1卫1床",,,,,
【MYAH02】loft一线无遮挡海景房近厦门机场北站,4.7,https://z1.muscache.cn/im/pictures/e7c720dc-0357-4e46-9fdc-faba33ef58ab.jpg?aki_policy=large,38,￥229,"整套loft,  · 2室1卫2床",,,,,
udream花房店「锦瑟」 大榕树下/海边鼓浪屿/曼谷风/loft/投影/清水混搭/房车壁炉,4.7,https://z1.muscache.cn/im/pictures/miso/Hosting-49867874/original/48cb117f-bec6-45ee-b426-ffa21c93bf90.jpeg?aki_policy=large,11,￥120,"整套普通公寓,  · 1室1卫2床",,,,,
PlainWhite｜杏子〕市中心中山路步行街｜轮渡｜近各大景区｜投影房-BRT地铁公交直达,4.7,https://z1.muscache.cn/im/pictures/14fa4ed2-7523-48c8-8315-8bf839173cac.jpg?aki_policy=large,4,￥252,"酒店式公寓的房间,  · 单间1卫2床",,,,,
【仟宿可月租代订鼓浪屿船票】公区百平大露台榻榻米飘窗大床近厦大曾厝垵环岛路海边直达鼓浪屿中山路步行街,4.9,https://z1.muscache.cn/im/pictures/d8d0f439-538e-4d52-afc5-3639c174d681.jpg?aki_policy=large,70,￥90,"整套平房,  · 1室1卫1床",,,,,
天青屿山≡独层3室2厅-连住车接-近曾厝垵，独立厨房做饭，投影，浴缸，电梯，天台观海看日出，团建聚会,4.7,https://z1.muscache.cn/im/pictures/miso/Hosting-49432662/original/16bc94f8-37c7-4640-8b39-2b754b675356.jpeg?aki_policy=large,44,￥672,"整套公寓型住宅,  · 3室3卫4床",,,,,
日式私人露台榻榻米观影大床房-有和服-可穿拍照-,4.7,https://z1.muscache.cn/im/pictures/0c59aeab-fe83-4623-91e0-0eed13cfe0ef.jpg?aki_policy=large,25,￥188,"整套公寓型住宅,  · 单间1卫1床",,,,,
